1	10613	5.3482	15.637	43.651	42.303	46.416	7.594	31.638	8.9535
2	10777	5.3544	15.71	44.419	42.605	46.933	7.594	21.317	-1.3667
3	10942	5.3482	15.73	44.942	42.421	46.557	7.594	21.142	-1.5423
4	11101	5.3265	15.766	44.213	42.62	46.813	7.594	6.2435	-16.441
5	11265	5.3482	15.779	45.342	42.59	46.767	7.594	26.919	4.2346
6	11425	5.3544	15.779	44.348	42.751	46.931	7.594	23.709	1.0247
7	11589	5.3451	15.788	45.21	42.642	46.742	7.594	28.166	5.4821
8	11748	5.3761	15.801	44.154	42.66	46.692	7.594	26.142	3.4578
9	11913	5.3606	15.853	45.011	42.729	46.856	7.594	21.206	-1.478
10	12072	5.3761	15.92	43.982	42.569	46.501	7.594	7.215	-15.469
11	12231	5.3575	15.996	44.751	42.854	47.024	7.594	26.96	4.2759
12	12395	5.3978	16.086	43.866	42.488	46.285	7.594	27.563	4.8785
13	19039	5.3854	15.853	45.309	42.938	47.053	7.594	27.206	4.5217
14	19204	5.3637	15.818	44.225	42.782	46.699	7.594	20.705	-1.9792
15	19368	5.3823	15.776	44.968	42.9	47.022	7.594	28.64	5.9561
16	19533	5.404	15.742	43.958	42.618	46.426	7.594	22.297	-0.3867
17	19698	5.3854	15.714	45.106	42.977	47.144	7.594	30.08	7.3956
18	19862	5.3823	15.686	44.07	42.699	46.566	7.594	17.685	-4.9995
19	20026	5.3637	15.654	45.305	42.865	46.983	7.594	28.004	5.3204
20	20185	5.3978	15.619	44.24	42.764	46.719	7.594	13.605	-9.0796
21	20350	5.3761	15.609	45.401	42.872	47.046	7.594	17.459	-5.225
22	20509	5.3916	15.572	44.322	42.822	46.817	7.594	19.566	-3.1184
23	20673	5.3792	15.54	45.159	42.605	46.492	7.594	19.802	-2.8824
24	20838	5.3947	15.531	44.477	42.857	46.924	7.594	30.375	7.6913
25	21002	5.4691	15.506	45.232	42.689	46.628	7.594	23.904	1.2203
26	21161	5.3017	15.48	44.237	42.698	46.696	7.594	21.56	-1.1239
27	21321	5.3761	15.449	45.422	42.704	46.756	7.594	21.931	-0.7532
28	21480	5.3823	15.42	44.402	42.82	46.878	7.594	24.116	1.432
