1	10603	5.2707	15.514	44.036	42.413	46.728	7.686	22.944	2.5712
2	10767	5.2769	15.609	44.883	42.602	47.013	7.686	26.033	5.66
3	10927	5.2707	15.668	43.854	42.411	46.543	7.686	23.421	3.0477
4	11091	5.2769	15.706	44.686	42.65	46.972	7.686	15.641	-4.7321
5	11250	5.3172	15.719	44.062	42.357	46.355	7.686	11.091	-9.2827
6	11410	5.2924	15.722	44.476	42.711	46.967	7.686	13.483	-6.8903
7	11574	5.2986	15.717	44.614	42.386	46.352	7.686	29.556	9.1824
8	11739	5.2831	15.707	44.266	42.651	46.776	7.686	24.021	3.6475
9	11903	5.2862	15.693	45.14	42.536	46.6	7.686	15.104	-5.2691
10	12068	5.3017	15.678	44.053	42.554	46.566	7.686	13.425	-6.9484
11	12232	5.28	15.663	44.837	42.802	47.028	7.686	23.637	3.2637
12	12397	5.3048	15.647	43.82	42.477	46.354	7.686	18.591	-1.7823
13	12561	5.2986	15.634	44.588	42.761	46.92	7.686	32.883	12.51
14	12725	5.3017	15.615	44.133	42.367	46.177	7.686	20.205	-0.16787
15	12890	5.2893	15.598	44.372	42.689	46.772	7.686	18.863	-1.51
16	13054	5.2831	15.58	45.22	42.706	46.833	7.686	17.042	-3.3314
17	13219	5.2955	15.575	44.111	42.633	46.611	7.686	20.942	0.5688
18	13383	5.2893	15.563	44.911	42.769	46.911	7.686	24.258	3.8849
19	13543	5.2986	15.552	43.904	42.515	46.401	7.686	25.374	5.0011
20	13707	5.2924	15.534	44.621	42.829	47.063	7.686	25.039	4.6657
21	13866	5.2893	15.526	44.23	42.439	46.257	7.686	14.536	-5.8369
22	14030	5.3017	15.517	44.44	42.751	46.84	7.686	33.228	12.855
23	21158	5.3017	16.37	43.875	42.615	46.44	7.686	3.038	-17.335
24	21322	5.2862	16.33	45.009	42.97	47.18	7.686	28.97	8.5963
25	21486	5.2955	16.254	43.997	42.724	46.47	7.686	8.3391	-12.034
26	21651	5.2986	16.203	44.708	42.94	46.985	7.686	20.469	0.096204
27	21815	5.2955	16.163	44.237	42.534	46.249	7.686	19.943	-0.43017
