1	12555	5.4257	15.097	44.15	42.48	47.209	4.9152	54.826	4.5439
2	12719	5.4195	15.188	44.942	42.289	46.842	4.7168	56.813	6.5317
3	12884	5.4257	15.241	44.239	42.651	47.237	4.9245	73.373	23.091
4	13048	5.4381	15.29	44.993	42.368	46.861	4.7137	96.324	46.043
5	13212	5.4226	15.308	44.305	42.647	47.252	4.9462	56.056	5.7747
6	13376	5.4536	15.324	44.126	42.189	46.421	4.6796	34.791	-15.491
7	13541	5.4474	15.332	44.484	42.675	47.29	4.9586	57.266	6.9838
8	13705	5.435	15.344	44.244	42.285	46.525	4.7168	55.668	5.3868
9	13870	5.4598	15.355	44.54	42.741	47.338	4.9865	68.708	18.426
10	14034	5.4567	15.361	44.264	42.332	46.557	4.7385	49.263	-1.0185
11	14198	5.4722	15.367	44.585	42.789	47.363	4.9927	71.16	20.878
12	14357	5.4505	15.367	44.128	42.373	46.566	4.7602	55.189	4.9077
13	14521	5.4722	15.37	44.658	42.827	47.401	5.0082	55.189	4.9076
14	14681	5.4536	15.38	43.669	42.399	46.563	4.7602	65.941	15.66
15	14845	5.4567	15.389	44.876	42.795	47.372	4.9369	60.555	10.274
16	15009	5.4567	15.389	43.814	42.464	46.683	4.7912	67.232	16.95
17	15174	5.4536	15.4	44.885	42.837	47.41	4.9617	85.667	35.385
18	15338	5.4753	15.423	43.829	42.488	46.696	4.8191	41.881	-8.4003
19	15502	5.4536	15.449	45.123	42.733	47.25	4.8284	59.195	8.9128
20	15666	5.4722	15.482	44.007	42.559	46.849	4.8687	51.234	0.95185
21	15831	5.5652	15.504	45.149	42.824	47.345	4.8656	58.277	7.9956
22	15995	5.4753	15.521	44.043	42.604	46.892	4.8873	68.87	18.588
23	16154	5.4381	15.529	45.237	42.513	46.831	4.6951	77.749	27.467
24	16318	5.4629	15.534	44.24	42.661	47.031	4.9245	52.007	1.7249
25	16483	5.4722	15.54	45.335	42.585	46.949	4.7664	56.256	5.9743
26	16647	5.4598	15.559	44.295	42.718	47.097	4.9524	38.27	-12.012
27	16811	5.4691	15.583	44.549	42.34	46.462	4.6889	54.661	4.3796
28	16976	5.4815	15.632	44.477	42.749	47.189	4.9679	56.597	6.3151
29	17140	5.4784	15.707	43.764	42.28	46.407	4.7292	88.891	38.61
30	17305	5.4784	15.794	44.665	42.774	47.282	4.9679	60.297	10.015
31	17469	5.4784	15.889	43.645	42.376	46.467	4.7509	57.403	7.1212
32	17634	5.4691	15.984	44.899	42.784	47.266	4.9307	54.481	4.1996
