1	15524	5.2831	16.055	45.206	42.807	46.792	7.5471	19.907	-0.1882
2	15688	5.2831	16.027	44.126	42.703	46.559	7.6029	34.936	14.841
3	15852	5.2831	16.011	45.35	42.905	47.015	7.5998	19.532	-0.56335
4	16012	5.28	15.972	44.288	42.807	46.742	7.6618	42.004	21.909
5	16322	5.2831	15.991	44.087	42.698	46.632	7.5936	43.317	23.222
6	16486	5.2676	15.968	45.303	42.918	47.029	7.5998	30.058	9.9634
7	16651	5.2955	15.943	44.223	42.771	46.687	7.6308	25.338	5.2426
8	16815	5.2893	15.922	44.942	42.884	46.94	7.5998	12.117	-7.9777
9	16979	5.2831	15.899	43.927	42.587	46.38	7.5347	31.748	11.653
10	17144	5.28	15.874	45.095	42.958	47.123	7.6649	29.149	9.0541
11	17308	5.2986	15.854	44.058	42.678	46.534	7.5812	33.22	13.125
12	17472	5.2924	15.834	45.144	43.025	47.209	7.6866	30.965	10.87
13	17632	5.2955	15.818	44.135	42.741	46.63	7.5936	25.741	5.6455
14	17796	5.2955	15.808	44.84	42.922	47.008	7.6432	19.298	-0.79713
15	17955	5.2986	15.795	43.876	42.569	46.343	7.5037	25.616	5.5207
16	18119	5.2893	15.785	44.983	42.977	47.155	7.6959	28.078	7.9833
17	18284	5.2955	15.781	43.97	42.635	46.462	7.5409	23.083	2.9875
18	18448	5.2924	15.782	44.653	42.864	46.929	7.6525	24.433	4.3382
19	18612	5.2862	15.788	44.075	42.447	46.179	7.482	17.521	-2.5745
20	18771	5.2707	15.788	44.813	42.935	47.092	7.7114	28.799	8.7037
21	18936	5.2986	15.742	44.031	42.543	46.322	7.5316	31.724	11.629
22	19100	5.2986	15.814	44.851	42.982	47.146	7.73	17.118	-2.9768
23	19264	5.2893	15.851	44.038	42.584	46.364	7.5347	19.224	-0.87133
24	19429	5.2986	15.903	44.888	43.017	47.189	7.73	27.713	7.6178
25	19593	5.3017	15.952	44.041	42.615	46.401	7.5409	32.285	12.19
26	19758	5.2924	15.955	44.926	43.05	47.221	7.7331	28.472	8.3766
