1	19022	5.4877	16.452	44.796	42.877	47.308	4.848	28.497	-21.785
2	19181	5.4908	16.404	43.785	42.52	46.579	4.848	48.922	-1.3601
3	19345	5.4877	16.337	44.878	42.915	47.36	4.848	40.73	-9.5521
4	19510	5.4908	16.255	43.805	42.543	46.621	4.848	37.126	-13.156
5	19674	5.4753	16.172	44.902	42.927	47.394	4.848	52.95	2.668
6	19838	5.4815	16.087	43.808	42.546	46.609	4.848	34.207	-16.075
7	19998	5.4939	16.012	44.961	42.92	47.405	4.848	72.924	22.642
8	20162	5.3606	15.946	43.864	42.546	46.703	4.848	39.53	-10.752
9	20466	5.4505	15.887	44.014	42.642	46.858	4.848	52.678	2.3958
10	20625	5.4567	15.853	44.641	42.834	47.266	4.848	49.663	-0.61883
11	20789	5.466	15.821	44.614	42.48	46.657	4.848	58.808	8.5266
12	20954	5.4567	15.795	44.556	42.862	47.335	4.848	66.43	16.148
13	21118	5.5373	15.773	44.494	42.46	46.589	4.848	58.139	7.8573
14	21283	5.466	15.725	44.528	42.83	47.308	4.848	52.725	2.4434
15	21447	5.4257	15.684	45.281	42.651	47.019	4.848	52.565	2.2828
16	21611	5.4443	15.65	44.399	42.824	47.272	4.848	51.289	1.0073
17	21776	5.4381	15.615	45.133	42.582	46.895	4.848	57.609	7.3269
