1	17544	14.76	21	45.25	43.11	46.88	6.602	67.015	-16.878
2	17705	14.75	20.91	44.35	42.95	46.54	6.612	90.958	7.0654
3	17865	14.75	20.83	45.28	43.07	46.88	6.522	93.363	9.4696
4	18026	14.76	20.75	44.37	42.95	46.59	6.632	99.334	15.441
5	18187	14.75	20.69	45.35	43.02	46.8	6.542	100.73	16.836
6	18347	14.74	20.62	44.41	42.95	46.63	6.642	89.534	5.6411
7	18508	14.73	20.56	45.4	42.95	46.72	6.482	95.663	11.77
8	18669	14.73	20.51	44.44	42.94	46.67	6.642	83.895	0.002236
9	18829	14.72	20.45	45.41	42.87	46.62	6.482	74.78	-9.1135
10	18990	14.73	20.39	44.45	42.93	46.69	6.652	75.773	-8.1198
11	19151	14.71	20.34	45.34	42.77	46.48	6.452	79.233	-4.6598
12	19311	14.72	20.28	44.47	42.91	46.7	6.632	84.777	0.88378
13	19472	14.7	20.22	45.42	42.98	46.87	6.532	78.097	-5.7961
14	19633	14.73	20.17	44.44	42.94	46.73	6.642	73.45	-10.443
15	19793	14.69	20.12	45.4	42.88	46.72	6.472	90.883	6.9904
16	19954	14.71	20.06	44.38	42.9	46.71	6.622	90.57	6.6773
17	20115	14.73	20.02	45.35	42.78	46.55	6.442	95.282	11.389
18	20275	14.71	19.97	44.41	42.86	46.69	6.612	93.02	9.1267
19	20582	14.69	19.89	44.44	42.89	46.74	6.622	102.75	18.857
20	20743	14.68	19.83	45.33	42.73	46.54	6.432	84.356	0.46298
21	20903	14.69	19.77	44.42	42.85	46.71	6.602	87.796	3.9031
22	21064	14.67	19.72	45.33	42.9	46.87	6.492	74.994	-8.8989
23	21225	14.68	19.66	44.35	42.83	46.68	6.592	84.002	0.10907
24	21385	14.66	19.61	45.3	42.78	46.69	6.432	75.106	-8.7873
25	21546	14.69	19.56	44.31	42.77	46.63	6.572	67.784	-16.109
